day_of_week,centre_id,time_slot,total_slots,booked_slots,farmers_arrived,queue_length,average_waiting_time,average_procurement_time,crop_type,quantity,weather,temperature,rainfall,harvest_season,holiday,previous_day_arrivals,previous_slot_arrivals,target_arrivals,target_queue_length,target_waiting_time,target_congestion_score,target_congestion_level,year,month,day,booking_ratio,queue_per_slot,arrival_pressure,procurement_load,historical_arrival_trend,weather_impact,queue_pressure
6,1,4,-0.7071067811865475,0.7675921945939206,1.3879680198510442,1.8609639711960455,5.958532090953274,3.0612872702066176,0,0.4072846646691356,1,-1.459493493103026,0.7702270178085012,0,-0.2526455763199557,1.097551147239118,1.1261019194692146,104.15,78.14,63.96,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,0.7675921945939206,1.8609639711960455,1.3879680198510442,4.2489688306238875,1.1118265333541664,0.09321481028364542,1.6717655906580449
6,1,5,-0.7071067811865475,0.9012741422261856,1.9504692042304312,1.6626500180333843,0.5521922858816863,-0.2414822958669944,1,-0.5443576152998941,2,-0.6552083488439983,-0.4615372763046396,0,-0.2526455763199557,1.097551147239118,1.5387770201830069,105.26,92.1,53.49,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,0.9012741422261856,1.6626500180333843,1.9504692042304312,-0.47100378145543415,1.3181640837110624,-0.36181030792111946,1.777777692512203
6,1,6,-0.7071067811865475,1.1686380374907157,1.8481962616159973,2.158434900940038,0.0555453917274491,-0.9671612427789432,2,1.829465878361751,2,-0.0207429417892222,-0.4431527346014584,0,-0.2526455763199557,1.097551147239118,2.106205283664471,68.11,59.56,48.04,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,1.1686380374907157,2.158434900940038,1.8481962616159973,-1.7875037932839248,1.6018782154517945,-0.22572495565857362,2.0343394452104215
6,2,0,1.414213562373095,1.6365248542036437,0.978876249393308,0.621501763929412,1.9142435256233885,1.644042489271745,0,1.6099373861575272,0,-2.023200676322697,-0.365288793270338,0,-0.2526455763199557,1.097551147239118,0.2491673304524058,82.6,56.25,23.38,92.02,HIGH,0.0,-1.477564275700496,-1.6289578204650947,1.1571978219877226,0.4394681117938881,0.6921700338884622,1.6093141457415634,0.6733592388457619,-0.5872845318997084,0.7644515581149705
6,2,1,1.414213562373095,0.0323414826164627,0.77433036416444,-0.667538931627887,-1.029507637995203,-1.9254295957524137,1,0.4358085784781539,0,-0.9217309919562272,0.1494783744187358,0,-0.2526455763199557,1.097551147239118,1.1261019194692146,109.21,92.05,52.99,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,0.022868881671727622,-0.47202130526010205,0.5475342513793244,-1.490918600051957,1.1118265333541664,-0.10960701118187754,-0.09079121331095619
6,2,2,1.414213562373095,2.171252644732704,2.3084245033809503,0.5223447873480813,0.0664418016453827,0.0376249914068321,3,2.08301177888636,2,-0.5773743026253821,-0.602124948152496,0,-0.2526455763199557,1.097551147239118,0.9197643691123184,107.37,94.52,60.92,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,1.535307468759721,0.36935354125127345,1.6323026201978583,0.08685445210302892,1.0086577581757181,-0.4165373346013244,1.236776673761229
6,2,3,1.414213562373095,2.7728214090778964,1.9504692042304312,1.7122285063240497,0.6032333639183228,0.1399643300739018,2,2.4639644944245838,2,-0.8792760576551641,-0.5642744211165346,0,-0.2526455763199557,1.097551147239118,2.4672959967890398,106.03,86.12,81.9,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,1.9606808213782188,1.210728387762649,1.3791900008068672,0.27299611549988867,1.7824235720140789,-0.45799242208930013,1.8075247854866023
6,2,4,1.414213562373095,1.1017970636745833,2.001605675537648,2.1088564126493723,1.79782398807915,1.2750006316541294,3,1.5640878358126609,2,-1.2755221111317527,-0.5058764651181943,0,-0.2526455763199557,1.097551147239118,2.106205283664471,112.76,91.64,61.08,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,0.7790881752157243,1.4911866699331073,1.4153489464341515,2.5520485006329916,1.6018782154517945,-0.5080426547854477,2.0659561178046824
6,2,5,1.414213562373095,2.4386165399972337,2.359560974688167,1.5139145531613882,0.2642976659447036,0.0283214151643714,1,1.029317273956175,0,-1.9665940972546123,0.2359938647866473,0,-0.2526455763199557,1.097551147239118,2.1577896712536955,99.72,82.9,29.47,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,1.7243622921457198,1.0704992466774197,1.6684615658251427,0.06682610596979242,1.6276704092464067,-0.27532188705759886,1.8521731217720998
6,2,6,1.414213562373095,1.4360019327552458,1.5925139050799122,1.4147575765800575,-0.7651263236706034,-1.264875682537691,4,0.7352040293476293,0,-1.1623089529955843,0.1894917887138949,0,-0.2526455763199557,1.097551147239118,2.518880384378264,74.1,63.37,39.57,91.01,HIGH,0.0,-1.477564275700496,-1.6289578204650947,1.0154067044482231,1.000384676134805,1.126077381415876,-2.0143321126387175,1.808215765808691,-0.1377158962421694,1.4858601079799993
6,3,0,-1.414213562373095,0.4333873255132579,0.1095562371706188,0.4231878107667506,-0.4479834455328514,-1.2679768746185118,1,-0.3672980614335425,0,-1.1151368037721812,-0.1273711947585812,0,-0.2526455763199557,1.097551147239118,0.2491673304524058,74.78,64.45,44.36,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,0.30645111675072634,0.29923897070865885,0.07746795822462625,-0.13891477520256565,0.6733592388457619,-0.2867129581337268,0.29773518132829785
6,3,1,-1.414213562373095,0.2328644040648603,0.3652385937067039,0.2248738576040892,-0.2753613726224295,-0.3345180582916029,1,0.724217040324896,1,-1.690637024297703,1.960896453996884,0,-0.2526455763199557,1.097551147239118,0.2491673304524058,85.68,62.98,69.32,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,0.16465999921122698,0.15900982962342958,0.25826268636104865,-0.12217890517992225,0.6733592388457619,0.6423208221389014,0.2810197520451351
6,3,2,-1.414213562373095,0.9012741422261856,0.9277397780860912,1.1172866468360656,1.0643235520245664,0.2392024766601513,3,0.1822626779535457,0,-1.0773990843934584,0.1429897126411424,0,-0.2526455763199557,1.097551147239118,0.5070892683985261,67.17,63.39,53.55,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,0.6372970576762248,0.7900409645069613,0.6560110882611779,0.22191765261433216,0.8023202078188221,-0.1439849605581205,1.0414678993360758
6,3,3,-1.414213562373095,0.6339102469616555,0.1606927084778358,1.1668651351267307,0.6949926053325005,-0.2476846800286349,2,-0.938832778866097,2,-0.704739105528572,-0.5545414284501445,0,-0.2526455763199557,1.097551147239118,1.0745175318799904,70.48,63.82,116.26,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,0.4482422342902257,0.8250982497782685,0.11362690385191071,-0.039801122082267465,1.0860343395595542,-0.4182185353307867,0.7643961644671727
6,3,4,-1.414213562373095,-0.5023863079125974,0.0584197658634018,1.1172866468360656,4.18413776010661,2.3294059391330286,0,-0.137627733208335,1,-2.5279426730131127,0.5798929389990958,0,-0.2526455763199557,1.097551147239118,0.3007517180416298,72.85,55.04,56.61,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,-0.35524076510027053,0.7900409645069613,0.0413090125973418,0.13608334956496912,0.6991514326403738,-0.21564206510307465,0.693739894447
6,3,5,-1.414213562373095,-0.3018633864641998,0.2629656510922699,0.6710802522200774,0.5355609233753668,0.2143929400135889,3,0.8347207953035376,1,-1.853380939118444,1.0167961653570492,0,-0.2526455763199557,1.097551147239118,0.1975829428631818,85.68,72.75,79.03,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,-0.21344964756077117,0.4745253970651954,0.1859447951064797,0.05637797906025937,0.6475670450511499,0.13772189485483577,0.5078344117689544
6,3,6,-1.414213562373095,1.5696838803875108,0.876603306778874,0.918972693673404,1.2426805775233745,0.5307145322572587,3,-0.6933158318581014,2,-0.9523928889514393,-0.4507228400086506,0,-0.2526455763199557,1.097551147239118,0.4039204932200779,56.1,48.91,55.45,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,1.1099341161412226,0.6498118234217318,0.6198521426338933,0.4652261139323164,0.750735820229598,-0.41583999779461317,0.9020249389155919
6,4,0,0.7071067811865475,-0.6360682555448625,-0.1461261193654661,0.3736093224760852,0.3159122392401785,0.4935002272874154,0,-0.7226848986688686,1,-1.841587901812593,2.152311976435888,0,-0.2526455763199557,1.097551147239118,0.2491673304524058,90.75,62.6,72.49,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,-0.6360682555448625,0.3736093224760852,-0.1461261193654661,-0.07211327311948551,0.6733592388457619,0.7078384078554253,0.16571514573946466
6,4,1,0.7071067811865475,1.6365248542036437,1.2345586059293931,0.621501763929412,1.1394514309324242,1.5137924218772918,3,1.0236124911943707,0,-2.096317507618972,0.3527897767833279,0,-0.2526455763199557,1.097551147239118,-0.0087546074937143,124.06,99.39,80.03,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,1.6365248542036437,0.621501763929412,1.2345586059293931,1.8688654620193093,0.5443982698727018,-0.24286861313213048,0.8667245007294044
6,4,2,0.7071067811865475,1.903888749468173,2.8709256877603373,1.761806994614715,0.9880486825990308,0.7912146670461634,3,1.4878127774048409,2,-1.0184338978642042,-0.3890805531215137,0,-0.2526455763199557,1.097551147239118,1.3840238574153347,92.05,70.29,50.88,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,1.903888749468173,1.761806994614715,2.8709256877603373,2.271518512155573,1.2407875023272263,-0.3982270561335977,2.205454471872964
6,4,3,0.7071067811865475,1.2354790113068483,1.081149192007742,2.5550628072653607,1.5317221879780345,0.4531847302367514,2,0.6168826091028116,2,-1.0278683277088847,-0.416116643861486,0,-0.2526455763199557,1.097551147239118,3.034724260270504,77.63,60.24,30.17,95.92,HIGH,0.0,-1.477564275700496,-1.6289578204650947,1.2354790113068483,2.5550628072653607,1.081149192007742,0.4899603049257103,2.066137703754811,-0.41363198747251995,1.9654973611623132
6,4,4,0.7071067811865475,-0.1013404650158022,0.518648007628355,1.0181296702547349,-0.2547155433042395,-0.4213514365545714,2,-0.5272432670144831,1,-2.818051390737044,2.005235642810439,0,-0.2526455763199557,1.097551147239118,1.2292706946476626,101.45,70.84,41.38,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,-0.1013404650158022,1.0181296702547349,0.518648007628355,-0.21853308308037367,1.1634109209433903,0.43900754325781066,0.818337005204183
6,4,5,0.7071067811865475,0.7007512207777881,1.7970597903087802,0.1752953693134238,-0.6727935869975871,-0.6694468030201947,2,0.0404882619102023,2,-0.9311654218009076,-0.3901619967511125,0,-0.2526455763199557,1.097551147239118,0.6618424311661981,111.11,92.42,36.59,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,0.7007512207777881,0.1752953693134238,1.7970597903087802,-1.2030359314583543,0.879696789202658,-0.38131408273573775,0.8240011377115665
6,4,6,0.7071067811865475,2.371775566181101,2.1038786181520823,1.0677081585454002,-0.4021038248257625,-1.1718399201130825,3,2.9072472438417734,2,-0.9500342814902696,-0.602124948152496,0,-0.2526455763199557,1.097551147239118,1.9514521208967992,71.75,68.34,74.2,100.0,HIGH,0.0,-1.477564275700496,-1.6289578204650947,2.371775566181101,1.0677081585454002,2.1038786181520823,-2.4654089518229583,1.5245016340679585,-0.4910693303743019,1.482176342388073
4,0,0,0.0,-0.6360682555448625,-0.0949896480582491,1.5634930414520536,0.5258115039751102,-0.0243988502095735,2,-0.8587545319504083,2,-0.2424520431392184,-0.602124948152496,0,-0.2526455763199557,3.0477626031786595,1.693530182950679,81.66,47.0,26.59,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,-0.6360682555448625,1.5634930414520536,-0.0949896480582491,0.002317638194433324,2.3706463930646695,-0.3495528827040917,0.9000999656479325
4,0,1,0.0,0.4333873255132579,0.6209209502427889,-0.5683819550465564,-0.9406158728752184,-1.5098698569224944,1,1.4840095888969722,2,-1.292032363359944,-0.5534599848205456,0,-0.2526455763199557,3.0477626031786595,0.0428297800955096,91.04,79.82,60.31,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,0.4333873255132579,-0.5683819550465564,0.6209209502427889,-0.937509826303259,1.5452961916370846,-0.5351364650822616,-0.09266079293081825
4,0,2,0.0,1.3691609589391134,1.3368315485438271,1.0677081585454002,0.3113242771694697,0.090345256780777,2,-0.1348809859526516,0,-1.714223098909404,-0.2344341140888717,0,-0.2526455763199557,3.0477626031786595,0.7650112063446463,91.27,83.79,53.75,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,1.3691609589391134,1.0677081585454002,1.3368315485438271,0.12077638952583582,1.9063869047616528,-0.4600616768263167,1.175357514544771
4,0,3,0.0,0.6339102469616555,1.1322856633149592,1.1172866468360656,0.2597097038739948,-0.3159109058066815,3,0.7212590048187758,2,-0.7684215069801664,-0.602124948152496,0,-0.2526455763199557,3.0477626031786595,1.4871926325937828,102.08,75.43,59.17,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,0.6339102469616555,1.1172866468360656,1.1322856633149592,-0.35770138952974795,2.2674776178862213,-0.45474677547228126,1.1232862534276231
4,0,4,0.0,1.1686380374907157,1.7970597903087802,1.5634930414520536,0.7678265032050042,-0.1112322284725421,3,1.5894424258651214,2,-0.971261748640801,-0.5383197740061612,0,-0.2526455763199557,3.0477626031786595,1.2808550822368867,103.14,84.49,41.16,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,1.1686380374907157,1.5634930414520536,1.7970597903087802,-0.19989096517444485,2.164308842707773,-0.46341223673124077,1.6569197409947443
4,0,5,0.0,2.572298487629499,1.7970597903087802,1.3651790882893922,-0.0476837548635009,-1.3703162132855815,1,2.50009478524934,2,-1.7354505660599355,-0.602124948152496,0,-0.2526455763199557,3.0477626031786595,1.9514521208967992,106.08,86.25,61.36,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,2.572298487629499,1.3651790882893922,1.7970597903087802,-2.462540166903709,2.4996073620377293,-0.6481525872882351,1.5379313690971474
4,0,6,0.0,2.0375706971004384,1.8481962616159973,1.4147575765800575,0.6777877475673423,-0.0150952739671128,3,2.6794785098705,2,-1.181177812684946,-0.4301754110462716,0,-0.2526455763199557,3.0477626031786595,1.9514521208967992,56.11,54.6,31.1,85.67,HIGH,0.0,-1.477564275700496,-1.5131825667006955,2.0375706971004384,1.4147575765800575,1.8481962616159973,-0.027899028914087163,2.4996073620377293,-0.451323268060125,1.5881330505944335
4,1,0,-0.7071067811865475,-0.702909229360995,-0.3506720045943342,-0.1717540487212336,-0.4783786942512978,-1.14703038346652,2,-0.445897290596171,0,-0.7188907502955927,0.2662742864154163,0,-0.2526455763199557,0.8189495106763263,0.0428297800955096,81.18,61.22,46.67,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,-0.702909229360995,-0.1717540487212336,-0.3506720045943342,0.40223144390081245,0.43088964538591795,-0.010641006851410395,-0.24332123107047382
4,1,1,-0.7071067811865475,1.1017970636745833,0.825466835471657,0.0761383927320931,0.1203503559762121,0.0748392963766753,2,-0.4752663574069382,2,-0.8155936562035697,-0.2084794669784982,0,-0.2526455763199557,0.8189495106763263,-0.2150921578506105,109.87,99.89,125.16,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,1.1017970636745833,0.0761383927320931,0.825466835471657,0.061777357148979604,0.30192867641285787,-0.26735846472996305,0.3758697698279187
4,1,2,-0.7071067811865475,2.906503356710161,2.052742146844865,2.059277924358707,3.2717068032943804,1.4083518911294015,0,1.0181189966830044,2,-1.5326103243993012,-0.2895877391984153,0,-0.2526455763199557,0.8189495106763263,0.9713487567015424,83.95,75.25,39.09,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,2.906503356710161,2.059277924358707,2.052742146844865,2.890983284509993,0.8951491336889343,-0.4513159344790679,2.0566636133531704
4,1,3,-0.7071067811865475,0.8344331684100531,0.876603306778874,2.0096994360680416,0.5034451888804046,-0.7810897179297256,3,0.1406388926174225,2,-0.3957615281152792,-0.5567043157093423,0,-0.2526455763199557,0.8189495106763263,2.20937405884292,79.52,62.76,42.38,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,0.8344331684100531,2.0096994360680416,0.876603306778874,-0.6847058296281754,1.5141617847596232,-0.357504463477727,1.5564609843523747
4,1,4,-0.7071067811865475,0.567069273145523,0.6209209502427889,1.0677081585454002,-0.1130622143711024,-0.8555183278694127,4,0.0383753794058307,0,-2.082165862851951,-0.1457557364617624,0,-0.2526455763199557,0.8189495106763263,1.0229331442907663,95.28,73.52,29.54,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,0.567069273145523,1.0677081585454002,0.6209209502427889,-0.5312092530907976,0.9209413274835463,-0.48931104080127147,0.8889932752243557
4,1,5,-0.7071067811865475,0.5002282993293905,1.4391044911582611,0.0761383927320931,-0.7536564184938312,-1.6804354213676105,1,1.3204724830585997,2,-1.3793008394232404,-0.437745516453464,0,-0.2526455763199557,0.8189495106763263,0.7650112063446463,90.19,66.65,38.0,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,0.5002282993293905,0.0761383927320931,1.4391044911582611,-2.4183221619915534,0.7919803585104863,-0.4947329261113801,0.6213248321025604
4,1,6,-0.7071067811865475,0.1660234302487278,1.081149192007742,1.761806994614715,-0.4405280071679495,-1.3331019083157376,1,-0.6409163457496824,2,-1.2708048962094125,-0.4215238620094805,0,-0.2526455763199557,0.8189495106763263,1.5903614077722308,74.85,54.13,21.86,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,0.1660234302487278,1.761806994614715,1.081149192007742,-1.4412820510395388,1.2046554592242784,-0.4649229102466228,1.4895438735719257
4,2,0,1.414213562373095,0.3665463516971254,0.3141021223994869,0.1752953693134238,0.305015829322245,1.3339232811897153,3,1.416608637007514,2,-0.2801897625179412,-0.602124948152496,0,-0.2526455763199557,1.3065023746612117,0.4039204932200779,102.86,69.5,70.78,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,0.2591874109042266,0.1239525443521222,0.22210374073376418,0.41898813373977717,0.8552114339406448,-0.3571004265798362,0.23081807054784903
4,2,1,1.414213562373095,1.1686380374907157,1.7970597903087802,1.216443623417396,1.5477800552255156,1.4517685802608862,0,0.3398837127796773,0,-0.9146551695727164,-0.0711361260194386,0,-0.2526455763199557,1.3065023746612117,0.455504880809302,125.54,89.39,45.51,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,0.8263518810622239,0.8601555350495758,1.2707131639250138,2.6089149404205036,0.8810036277352569,-0.2184990969242626,1.4486900901739497
4,2,2,1.414213562373095,2.104411670916571,2.9220621590675546,2.0096994360680416,0.4483896440318978,-0.362428787018986,3,3.483007726283071,2,-1.5090242497875992,-0.4831661488966175,0,-0.2526455763199557,1.3065023746612117,1.9514521208967992,85.92,76.98,30.34,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,1.4880437629132208,1.4210720993904928,2.066209967725272,-1.059039443904933,1.6289772477790054,-0.5433879244058286,2.374644525267847
4,2,3,1.414213562373095,0.9012741422261856,0.9277397780860912,2.0096994360680416,-0.2415251523509514,-1.1687387280322623,2,0.9614937455658416,2,-0.136314707386561,-0.32419393534558,0,-0.2526455763199557,1.3065023746612117,3.086308647859728,89.88,68.88,42.86,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,0.6372970576762248,1.4210720993904928,0.6560110882611779,-1.0842854081852715,2.19640551126047,-0.1893599091501022,1.5769155728752615
4,2,4,1.414213562373095,1.034956089858451,1.030012720700525,1.3156005999987268,0.1696709482363328,-0.0306012343712145,4,2.093364903157781,2,-1.6198788004625977,-0.580496075560518,0,-0.2526455763199557,1.3065023746612117,1.0745175318799904,137.13,101.44,68.75,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,0.7318244693692245,0.9302701055921905,0.7283289795157467,-0.031519660671489064,1.1905099532706012,-0.6142237978727785,1.201365448279446
4,2,5,1.414213562373095,2.839662382894029,3.586836286061376,0.918972693673404,0.2499602844737383,0.1864822112862063,3,0.3498142605502244,0,-1.0844749067769692,-0.5545414284501445,0,-0.2526455763199557,1.3065023746612117,1.1776863070584385,111.51,92.48,38.55,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,2.0079445272247187,0.6498118234217318,2.5362762608799705,0.668881162146329,1.242094340859825,-0.49416569558046614,1.9861181306285927
4,2,6,1.414213562373095,2.572298487629499,2.1038786181520823,2.604641295556026,0.1685239577186554,-1.0322862764761689,4,1.797983929046612,0,-0.4405750698775127,-0.0765433441674331,0,-0.2526455763199557,1.3065023746612117,3.75690568651964,86.89,77.16,50.86,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,1.8188897038387195,1.8417595226461807,1.4876668376887205,-2.1718050248900407,2.5317040305904257,-0.1263866860592191,2.4043362245944486
4,3,0,-1.414213562373095,-0.1681814388319348,-0.7086273037448533,0.621501763929412,1.1836105658629974,0.905958774036514,3,-0.6628903237951486,1,-2.480770523789709,2.7352100927896927,0,-0.2526455763199557,0.4706974649728366,-0.2150921578506105,67.36,60.52,54.78,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,-0.11892223586777165,0.4394681117938881,-0.5010751718119252,-0.6419871233494877,0.12780265356111303,0.8714509416369045,0.08945013685970588
4,3,1,-1.414213562373095,-0.1681814388319348,-0.0949896480582491,-0.4692249784652256,-0.1199441574771658,-0.0926250759876202,1,-0.9777098169465368,2,-0.4665197519503845,-0.4604558326750406,0,-0.2526455763199557,0.4706974649728366,-0.5761828709751787,91.18,75.8,82.01,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,-0.11892223586777165,-0.3317921641748728,-0.06716782428451151,0.008798423369432621,-0.052742703001171065,-0.3235318667275972,-0.31953084630243495
4,3,2,-1.414213562373095,0.8344331684100531,1.1322856633149592,0.2248738576040892,0.6680383281670859,0.3911608886203457,3,2.2368296252046216,2,-1.3745836245009002,-0.602124948152496,0,-0.2526455763199557,0.4706974649728366,0.0428297800955096,71.13,67.36,54.82,100.0,HIGH,0.0,-1.477564275700496,-1.5131825667006955,0.590033351829725,0.15900982962342958,0.8006468707703157,0.442905866234357,0.2567636225341731,-0.575979198976428,0.5878385798884371
